,Call type,Sequence ID,User name,Call from,Call to,Account name,Contact person name,Dial begin time,Call begin time,Call end time,Ringing time,Call duration,Call memo,Overall,Number of silences,Number of overlaps,Talk:Listen,Fundamental frequency (Operator),Fundamental frequency (Customer),Intonation strength (Operator),Intonation strength (Customer),Speech rate (Operator),Speech rate (Customer),Speech rate (Operator - Relative),Speech rate (Customer - Relative),Number of Rallies,Keywords (Operator),Keywords (Customer)
11,Outbound call,6ad50cf0-3d02-49c2-8cf2-6bd160ba1e2e,User 01,021-3026-5452,(031) 99206900,RS Siloam Hospitals Surabaya,-,2025-04-08T03:13:42.181857+00:00,2025-04-08T03:13:42.335916+00:00,2025-04-08T03:14:43.080569+00:00,00:00:00,00:01:01,sudah tekan nol namun tidak diangkat2,0.0,4,0,0.73 %,122.04,224.17,-,19.01,-,9.6,-,-,2,,
12,Outbound call (Missed),dfdfb1ec-03b2-4c0a-a016-ee8c7a943a01,User 01,021-3026-5452,(0321) 322170,RS Reksa Waluya,-,2025-04-08T03:17:02.593758+00:00,-,2025-04-08T03:17:58.946414+00:00,00:00:56,00:00:00,Tidak Diangkat / No Answer,-,,,-,-,-,-,-,-,-,-,-,,,
13,Outbound call (Missed),5b7c7e3d-99d4-4908-a756-42d72dd8ca09,User 01,021-3026-5452,0812-6964-300,PT. Folarium,-,2025-04-08T03:19:19.048639+00:00,-,2025-04-08T03:19:36.930396+00:00,00:00:17,00:00:00,Tidak Diangkat / No Answer,-,,,-,-,-,-,-,-,-,-,-,,,
14,Outbound call (Missed),325060f8-b937-4809-a3fc-352c1e61b855,User 01,021-3026-5452,(0321) 598621,RS Sido Waras,-,2025-04-08T03:21:15.499426+00:00,-,2025-04-08T03:22:11.532541+00:00,00:00:56,00:00:00,Tidak Diangkat / No Answer,-,,,-,-,-,-,-,-,-,-,-,,,
15,Outbound call,bb85e42a-2e90-4f18-80d5-130159778f92,User 01,021-3026-5452,(021) 7199513,PT. System Tree Technology,Ibu Anjar/ Operator,2025-04-08T03:31:18.440521+00:00,2025-04-08T03:31:27.568180+00:00,2025-04-08T03:32:05.837468+00:00,00:00:09,00:00:38,terputus,0.0,4,0,0.00 %,-,224.49,-,15.02,-,9.91,-,-,0,,
16,Outbound call,1c1f7565-3656-41b4-9e5f-97fa388b0393,User 01,021-3026-5452,(021) 7199513,PT. System Tree Technology,Ibu Anjar/ Operator,2025-04-08T03:32:25.836679+00:00,2025-04-08T03:32:34.320142+00:00,2025-04-08T03:35:40.026611+00:00,00:00:09,00:03:06,terhubung dengan operator bewrnama ibu anjar disarankan hubungi kembali jam 11an,18.5,2,0,64.59 %,90.95,208.19,19.57,18.55,11.26,9.85,14.31 %,-12.52 %,32,,
17,Outbound call,4e8bf398-ac63-42af-af19-a83cc87cb6a9,User 01,021-3026-5452,(031) 33393888,Ciputra Hospital Surabaya,-,2025-04-08T03:51:38.472310+00:00,2025-04-08T03:51:39.591211+00:00,2025-04-08T03:52:09.839855+00:00,00:00:01,00:00:30,Tidak Diangkat / No Answer,0.0,2,0,100.00 %,239.39,-,35.99,-,5.9,-,-,-,0,,
18,Outbound call (Missed),4828ba2f-c4b3-4405-a213-41b812aed616,User 01,021-3026-5452,(031) 3531223,RSU Al-Irsyad Surabaya,-,2025-04-08T03:58:15.546570+00:00,-,2025-04-08T03:59:20.389572+00:00,00:01:05,00:00:00,Tidak Diangkat / No Answer,-,,,-,-,-,-,-,-,-,-,-,,,
19,Outbound call,bb5ee1a2-09df-42ef-a899-0a4b80c14407,User 01,021-3026-5452,(0321) 363442,RS Mutiara Hati Mojokerto,Rio / IT,2025-04-08T04:02:49.243787+00:00,2025-04-08T04:03:01.141901+00:00,2025-04-08T04:04:18.212064+00:00,00:00:12,00:01:17,diinfo IT sedang dinas luar,38.2,0,1,35.75 %,99.6,264.95,14.89,20.07,13.01,7.6,71.20 %,-41.59 %,13,,
20,Outbound call,e301c734-225b-4d8b-89d0-dc950b8eb80f,User 01,021-3026-5452,(021) 7199513,PT. System Tree Technology,Ibu Anjar/ Operator,2025-04-08T04:18:58.905206+00:00,2025-04-08T04:19:07.677055+00:00,2025-04-08T04:22:09.947627+00:00,00:00:09,00:03:02,saat disambungkan ke admin tidak diangkat2,20.5,5,0,52.81 %,89.76,204.29,22.49,17.99,10.17,31.69,-67.92 %,211.69 %,31,,
21,Outbound call (Missed),a068d468-4d2f-40ff-ae3d-8e2fe12f1ac4,User 01,021-3026-5452,(031) 7882123,RS Umum Siti Khodijah Muhammadiyah Cabang Sepanjang,-,2025-04-08T06:26:19.479170+00:00,-,2025-04-08T06:26:23.777427+00:00,00:00:04,00:00:00,__TAG_AI_AMD__,-,,,-,-,-,-,-,-,-,-,-,,,
22,Outbound call,a1911903-4d20-45de-9c75-ab989340c4bc,User 01,021-3026-5452,(0351) 895451,RS Ibu dan Anak Melati Magetan,-,2025-04-08T06:27:22.958669+00:00,2025-04-08T06:27:31.157532+00:00,2025-04-08T06:29:13.385912+00:00,00:00:09,00:01:42,sudah coba disambungkan ke IT namun tidak diangkat2,3.4,2,1,10.97 %,112.87,249.51,15.08,10.64,11.35,9.03,25.66 %,-20.42 %,6,,
23,Outbound call,3e21bbf7-c9c4-4ad9-a03d-2915d24f9c12,User 01,021-3026-5452,(031) 99423409,RS Ibu dan Anak Idaf Husada,-,2025-04-08T06:35:29.290725+00:00,2025-04-08T06:35:38.544247+00:00,2025-04-08T06:36:06.463214+00:00,00:00:09,00:00:28,diinfo IT sedang tidak masuk,13.0,0,0,77.05 %,99.17,223.67,19.55,-,11.02,9.91,11.22 %,-10.09 %,6,,
24,Outbound call (Missed),25ed258e-2385-4211-9e7a-caf0c2897513,User 01,021-3026-5452,(0322) 322834,RS Umum Muhammadiyah Lamongan,-,2025-04-08T06:49:20.034743+00:00,-,2025-04-08T06:50:25.145106+00:00,00:01:05,00:00:00,Tidak Diangkat / No Answer,-,,,-,-,-,-,-,-,-,-,-,,,
25,Outbound call,605d845f-7f8c-4b85-b4c2-56f140156cbc,User 01,021-3026-5452,(0355) 323186,RS Umum Islam Orpeha,-,2025-04-08T06:52:37.190144+00:00,2025-04-08T06:52:48.897076+00:00,2025-04-08T06:53:26.170677+00:00,00:00:11,00:00:38,diinfo IT sudah pulang,37.0,0,0,53.40 %,106.91,201.71,14.27,14.16,13.07,7.48,74.78 %,-42.79 %,12,,
26,Outbound call,c9aed336-bc22-45ab-bf9e-e1cb43f31090,User 01,021-3026-5452,(021) 1500913,PT. Murni Solusindo Nusantara,Andika,2025-04-08T06:57:37.301198+00:00,2025-04-08T06:57:40.748146+00:00,2025-04-08T06:59:17.304413+00:00,00:00:03,00:01:37,terputus,5.8,1,0,78.41 %,98.71,142.42,18.86,16.44,11.75,14.08,-16.57 %,19.86 %,9,,
27,Outbound call,f4c9a11d-4144-47bb-bea1-a243e78843f6,User 01,021-3026-5452,(021) 1500913,PT. Murni Solusindo Nusantara,Andika,2025-04-08T06:59:38.650501+00:00,2025-04-08T06:59:41.417072+00:00,2025-04-08T07:03:30.446882+00:00,00:00:03,00:03:49,terhubung dengan pak andika bersedia di-wa,10.4,0,1,77.31 %,96.11,145.48,20.77,14.6,11.08,12.83,-13.66 %,15.82 %,32,,
28,Outbound call,8de0fb37-52a3-4132-ab75-86bb609d831b,User 01,021-3026-5452,(0356) 324618,RS Medika Mulia Tuban,-,2025-04-08T08:28:39.661347+00:00,2025-04-08T08:28:58.386905+00:00,2025-04-08T08:38:01.218361+00:00,00:00:19,00:09:03,terhubung dengan IT bernama pak lian bersedia di-wa,35.5,5,0,78.89 %,98.89,201.78,19.6,20.31,13.52,11.26,20.10 %,-16.73 %,53,,
29,Outbound call,a1bb271b-b67d-4728-8e41-f00af6125c3d,User 01,021-3026-5452,(0341) 400403,RS Ibu dan Anak Mutiara Bunda,-,2025-04-08T08:45:17.760460+00:00,2025-04-08T08:45:25.269253+00:00,2025-04-08T08:46:46.673461+00:00,00:00:08,00:01:21,sudah coba disambungkan ke IT namun tidak diangkat2,20.8,2,1,33.12 %,98.86,247.35,16.02,19.25,10.01,10.74,-6.81 %,7.31 %,11,,
30,Outbound call,6ce6dd69-09b6-47e8-8acd-68d86e733f84,User 01,021-3026-5452,(0333) 631149,RS Umum PKU Muhammadiyah Rogojampi,-,2025-04-08T08:47:17.483825+00:00,2025-04-08T08:47:27.711445+00:00,2025-04-08T08:48:00.850504+00:00,00:00:10,00:00:33,sudah tekan nol namun diinfo sedang sibuk,11.0,0,0,1.04 %,-,276.82,-,19.46,-,12.53,-,-,1,,
31,Outbound call (Missed),8c9b2572-17a8-4662-bc09-65c50cfdd194,User 01,021-3026-5452,(031) 7885011,RS Ibu dan Anak Soerya,-,2025-04-08T08:57:46.621498+00:00,-,2025-04-08T08:58:37.444520+00:00,00:00:51,00:00:00,Tidak Diangkat / No Answer,-,,,-,-,-,-,-,-,-,-,-,,,
32,Outbound call,cd21c3fb-9670-41f4-9b1b-9f8a40b5a6f8,User 01,021-3026-5452,(0351) 453499,RS Umum Santa Clara,Feri/ Sekretariat RS,2025-04-09T01:58:06.745996+00:00,2025-04-09T01:58:18.836330+00:00,2025-04-09T02:02:47.893794+00:00,00:00:12,00:04:29,diinfo management masih blm ada rencana gunakan,37.3,0,3,45.84 %,100.67,200.05,19.6,17.9,13.88,9.17,51.39 %,-33.94 %,33,,
33,Outbound call,ee872581-72dd-47b4-9bb2-f0d73b53610e,User 01,021-3026-5452,(0321) 327771,RS Umum Dian Husada,-,2025-04-09T02:08:07.329211+00:00,2025-04-09T02:08:16.804055+00:00,2025-04-09T02:08:50.447667+00:00,00:00:09,00:00:34,sudah tekan nol namun tidak diangkat2,0.0,2,0,21.55 %,107.91,276.2,-,13.54,7.07,49.76,-85.79 %,603.53 %,5,,
34,Outbound call,07f07209-ad16-44b4-8031-f7f76d40cf7c,User 01,021-3026-5452,(031) 5939693,RS Gotong Royong,-,2025-04-09T02:18:31.956738+00:00,2025-04-09T02:18:44.352066+00:00,2025-04-09T02:19:09.436793+00:00,00:00:13,00:00:25,sudah tekan nol namun diinfo sedang sibuk,0.0,1,0,0.00 %,-,230.77,-,13.99,-,11.21,-,-,0,,
35,Outbound call,7f081f98-65a7-47d6-8b0b-bfd4bca3e676,User 01,021-3026-5452,(0353) 883238,RS Umum Ibnu Sina Bojonegoro,-,2025-04-09T02:26:59.137943+00:00,2025-04-09T02:27:19.137506+00:00,2025-04-09T02:28:40.188908+00:00,00:00:20,00:01:21,diinfo management blm ada rencana gunakan ttd digital,23.6,0,1,58.62 %,89.59,244.23,19.43,19.47,13.63,5.63,142.17 %,-58.71 %,14,,
36,Outbound call,b7416f64-39e5-4d68-8a6b-b42e13d84c7f,User 01,021-3026-5452,(0333) 421451,RS. ISLAM FATIMAH BANYUWANGI,-,2025-04-09T02:29:35.163381+00:00,2025-04-09T02:29:40.612325+00:00,2025-04-09T02:31:05.213027+00:00,00:00:05,00:01:25,sudah tekan nol namun tidak diangkat2,0.0,9,0,6.85 %,518.89,254.56,-,20.65,5.33,10.1,-47.24 %,89.54 %,2,,
37,Outbound call,14fe02d7-dd0f-49df-beb0-ce1f77ee0c98,User 01,021-3026-5452,(0342) 816304,RS Umum Aminah,-,2025-04-09T02:32:38.056861+00:00,2025-04-09T02:32:44.085835+00:00,2025-04-09T02:35:20.025654+00:00,00:00:06,00:02:36,sudah coba disambungkan ke IT namun tidak diangkat2,28.2,0,1,21.85 %,95.24,234.04,21.63,19.38,12.71,7.69,65.26 %,-39.49 %,17,,
38,Outbound call,0eeaf173-52c7-44b0-8ea6-c50b02957d83,User 01,021-3026-5452,(031) 8921233,RS Islam Siti Hajar Sidoarjo,-,2025-04-09T02:40:20.330840+00:00,2025-04-09T02:40:57.216856+00:00,2025-04-09T02:41:55.861639+00:00,00:00:37,00:00:58,diinfo IT sedang online,0.0,0,4,27.13 %,100.33,180.54,14.93,29.45,12.71,4.95,157.02 %,-61.09 %,5,,
39,Outbound call (Missed),86003673-7b48-493e-9460-62e5f2db2953,User 01,021-3026-5452,(0351) 746777,RS Umum Widodo,satria/ IT,2025-04-09T04:18:33.081357+00:00,-,2025-04-09T04:18:54.896703+00:00,00:00:21,00:00:00,Tidak Diangkat / No Answer,-,,,-,-,-,-,-,-,-,-,-,,,
40,Outbound call,e5c656ec-0332-497f-99af-7c7d82261a90,User 01,021-3026-5452,(0335) 846500,RS Graha Sehat,-,2025-04-09T04:20:35.983268+00:00,2025-04-09T04:20:50.060348+00:00,2025-04-09T04:22:16.784628+00:00,00:00:15,00:01:26,diinfo IT sedang tidak ditempat,30.0,1,0,26.60 %,107.32,200.76,19.98,18.96,12.05,9.95,21.06 %,-17.40 %,12,,
41,Outbound call,6867a422-85e8-4df4-bb40-269cfdc578ca,User 01,021-3026-5452,(031) 8962129,RS Umum Jasem,-,2025-04-09T04:23:42.288426+00:00,2025-04-09T04:23:50.552576+00:00,2025-04-09T04:27:15.165094+00:00,00:00:08,00:03:25,diinfo IT sedang tidak ditempat,18.7,3,6,35.20 %,120.16,147.13,32.4,37.65,12.11,5.24,131.16 %,-56.74 %,19,,
42,Outbound call,54983e93-78e0-4af9-95fb-de0aa26141d1,User 01,021-3026-5452,(0354) 682170,RS. BAPTIS KEDIRI,Yudi/ IT,2025-04-09T04:41:36.792360+00:00,2025-04-09T04:41:47.275484+00:00,2025-04-09T04:47:34.432733+00:00,00:00:11,00:05:47,terhubung dengan ibu datu bersedia di-wa,49.5,1,1,67.11 %,109.09,215.6,21.05,11.88,11.56,8.38,37.89 %,-27.48 %,56,,
43,Outbound call,332984a6-5550-4a3d-afb5-8b8beaf77e01,User 01,021-3026-5452,(0341) 460558,RS Prasetya Husada,-,2025-04-09T06:11:52.775982+00:00,2025-04-09T06:12:01.631515+00:00,2025-04-09T06:13:21.222926+00:00,00:00:09,00:01:20,sudah tekan nol namun tidak diangkat2,0.0,6,0,0.12 %,-,264.11,-,18.44,11.54,9.64,19.71 %,-16.46 %,1,,
44,Outbound call,f35e202f-f925-4719-8cae-7d510d99a614,User 01,021-3026-5452,(031) 5676253,RS. Dharmo,-,2025-04-09T06:36:01.882994+00:00,2025-04-09T06:36:07.339975+00:00,2025-04-09T06:37:11.603752+00:00,00:00:06,00:01:04,terputus,12.5,4,0,40.32 %,107.88,227.9,13.67,13.14,11.22,11.4,-1.59 %,1.62 %,8,,
45,Outbound call,81659e07-0b52-467a-ab11-875d8933ecbe,User 01,021-3026-5452,(031) 5676253,RS. Dharmo,-,2025-04-09T06:39:38.884050+00:00,2025-04-09T06:39:44.251853+00:00,2025-04-09T06:44:12.045018+00:00,00:00:06,00:04:28,blm gunakan namun ybs tidak tahu kec atasannya yang saat ini sedang tidak ditempat,43.5,2,0,41.68 %,108.85,178.64,19.25,27.01,12.8,10.63,20.43 %,-16.97 %,26,,
46,Outbound call,16750e57-bbcf-4f6f-9a26-aeb306702baf,User 01,021-3026-5452,(0321) 3083300,RS Hasyim Asy'ari,-,2025-04-09T06:49:54.177448+00:00,2025-04-09T06:50:01.299421+00:00,2025-04-09T06:52:03.228558+00:00,00:00:07,00:02:02,diinfo IT sedang tidak ditempat,37.2,2,0,36.80 %,103.49,248.48,18.05,11.52,10.24,10.68,-4.19 %,4.37 %,13,,
47,Outbound call,2112fc04-e435-4e7d-911c-003fb5d71a45,User 01,021-3026-5452,(031) 8471877,RSU Islam Surabaya Jemursari,-,2025-04-09T07:00:16.004752+00:00,2025-04-09T07:00:23.436022+00:00,2025-04-09T07:01:25.800432+00:00,00:00:07,00:01:02,Tidak Diangkat / No Answer,0.0,5,0,3.53 %,-,212.56,-,20.76,-,11.37,-,-,0,,
48,Outbound call,d0844e0a-9cf8-42c2-a520-080cf7e4c2af,User 01,021-3026-5452,(0331) 486200,RS Umum Citra Husada Jember,-,2025-04-09T07:10:03.989992+00:00,2025-04-09T07:10:18.513649+00:00,2025-04-09T07:11:40.685355+00:00,00:00:15,00:01:22,diinfo IT sedang tidak ditempat,31.0,0,0,21.06 %,110.13,214.59,14.64,22.29,13.11,12.67,3.43 %,-3.32 %,8,,
49,Outbound call,18ff9e74-475e-468b-a774-19e8f951960c,User 01,021-3026-5452,(0354) 773115,RS Ibu dan Anak Muhammadiyah Kediri,-,2025-04-09T07:17:44.625722+00:00,2025-04-09T07:17:57.159050+00:00,2025-04-09T07:20:12.070093+00:00,00:00:13,00:02:15,sudah coba disambungkan ke IT namun tidak diangkat2,0.0,4,3,20.12 %,101.87,261.73,16.37,19.97,9.62,4.88,97.13 %,-49.27 %,3,,
50,Outbound call,8f94260a-d693-4fdf-a358-7714ccf3cbd3,User 01,021-3026-5452,(031) 5999369,RS. Manyar Medical Center,-,2025-04-09T07:24:50.443566+00:00,2025-04-09T07:24:55.554769+00:00,2025-04-09T07:25:43.394983+00:00,00:00:05,00:00:48,sudah tekan nol namun diinfo sedang sibuk,0.0,2,0,1.27 %,-,195.99,-,19.94,9.34,12.21,-23.52 %,30.75 %,2,,
51,Outbound call,8c691635-5d8d-4f7f-bfd6-6d800359495a,User 01,021-3026-5452,(0355) 326515,RS Ibu dan Anak Fauziah,-,2025-04-09T07:30:40.692097+00:00,2025-04-09T07:30:51.868639+00:00,2025-04-09T07:31:48.592175+00:00,00:00:11,00:00:57,diinfo IT sudah pulang,0.0,2,1,66.17 %,110.34,208.44,13.93,17.63,11.3,10.03,12.64 %,-11.22 %,8,,
52,Outbound call,0c635724-537f-4b28-933f-c1f21e76b83f,User 01,021-3026-5452,(0341) 594161,RS Baptis Batu,-,2025-04-09T07:34:40.284760+00:00,2025-04-09T07:34:52.922380+00:00,2025-04-09T07:35:50.475721+00:00,00:00:12,00:00:58,sudah coba disambungkan ke IT namun tidak diangkat2,31.0,0,0,20.83 %,103.85,265.61,19.99,-,9.77,10.68,-8.59 %,9.39 %,2,,
53,Outbound call,013f6fd1-6590-45e6-9de1-2507a602deab,User 01,021-3026-5452,(0357) 884466,RS Ibu dan Anak Agung Mulia,-,2025-04-09T07:39:01.475059+00:00,2025-04-09T07:39:15.564945+00:00,2025-04-09T07:39:44.326942+00:00,00:00:14,00:00:29,diinfo IT sudah pulang,4.6,0,2,35.84 %,109.08,240.44,34.44,23.05,10.23,6.31,62.03 %,-38.28 %,6,,
54,Outbound call,87ee6fdc-6808-435d-8080-010faf27d231,User 01,021-3026-5452,(031) 3095148,RS Umum Lukas,-,2025-04-09T07:47:06.233905+00:00,2025-04-09T07:47:14.191307+00:00,2025-04-09T07:48:13.334907+00:00,00:00:08,00:00:59,diinfo IT sedang tidak ditempat,19.7,1,1,30.26 %,107.51,257.48,16.0,26.16,11.4,8.4,35.73 %,-26.33 %,8,,
55,Outbound call,3e14079e-3d31-4fec-9721-99f8cd3b43f2,User 01,021-3026-5452,(0335) 4430555,RS Ibu dan Anak Muhammadiyah Kota Probolinggo,-,2025-04-09T07:54:47.940255+00:00,2025-04-09T07:54:59.615791+00:00,2025-04-09T07:56:22.270722+00:00,00:00:12,00:01:23,diinfo IT sudah pulang,33.5,0,2,38.31 %,109.98,261.11,25.02,17.46,11.87,6.23,90.56 %,-47.52 %,12,,
56,Outbound call,d7878be2-2e81-4a4f-93f2-a51a122b4189,User 01,021-3026-5452,(031) 99891626,RS Umum Mitra Sehat Mandiri Sidoarjo,-,2025-04-09T08:01:36.583789+00:00,2025-04-09T08:01:43.832227+00:00,2025-04-09T08:03:49.211366+00:00,00:00:07,00:02:06,diinfo IT sudah pulang,21.4,2,4,39.75 %,111.8,254.59,17.14,16.6,12.06,6.91,74.54 %,-42.71 %,26,,
57,Outbound call (Missed),1edea9e6-4c2c-4d2a-8128-0f867ed55fbb,User 01,021-3026-5452,(031) 8917479,RS Ibu dan Anak Mitra Husada,-,2025-04-09T08:30:20.993992+00:00,-,2025-04-09T08:30:43.400561+00:00,00:00:23,00:00:00,Tidak Diangkat / No Answer,-,,,-,-,-,-,-,-,-,-,-,,,
58,Outbound call,150d6af8-4399-43d5-b943-bf48de48308b,User 01,021-3026-5452,(0321) 861577,RS Airlangga,-,2025-04-09T08:45:09.533219+00:00,2025-04-09T08:45:17.952949+00:00,2025-04-09T08:45:51.247284+00:00,00:00:08,00:00:34,diinfo IT sudah pulang,23.4,0,1,49.43 %,98.76,240.26,20.98,15.55,13.03,9.84,32.50 %,-24.53 %,4,,
59,Outbound call,12fef796-416c-435d-ad93-d39e2422666a,User 01,021-3026-5452,(031) 5017975,RS. Husada Utama Surabaya,-,2025-04-09T08:50:54.234809+00:00,2025-04-09T08:51:24.438366+00:00,2025-04-09T08:52:06.821540+00:00,00:00:30,00:00:42,disarankan operator hubungi no satu nya karena no yang saat ini tiak bisa untuk menyambungkan,35.0,0,0,54.65 %,95.5,195.6,14.83,14.79,10.44,9.84,6.13 %,-5.78 %,8,,
60,Outbound call,de9c3782-4116-4663-84a2-ccfd55342d3e,User 01,021-3026-5452,(031) 5018335,RS Husada Utama,-,2025-04-09T08:53:05.643918+00:00,2025-04-09T08:53:16.938759+00:00,2025-04-09T09:02:29.275067+00:00,00:00:11,00:09:13,terhubung dengan pak anggoro IT namun tidak mengetahui apa2,61.9,1,0,56.79 %,100.83,250.26,18.41,24.97,12.6,12.89,-2.27 %,2.32 %,77,,
61,Outbound call (Missed),af8932f4-5b85-4f27-ac08-4d3d7f96eb7a,User 01,021-3026-5452,(0354) 326688,RSI. MADINAH KASEMBON,-,2025-04-09T09:13:17.512405+00:00,-,2025-04-09T09:13:48.840421+00:00,00:00:31,00:00:00,Tidak Diangkat / No Answer,-,,,-,-,-,-,-,-,-,-,-,,,
62,Outbound call (Missed),114943d2-8abb-4e17-b1b3-eda4eea70be0,User 01,021-3026-5452,(0341) 325249,RS Ibu dan Anak Melati Husada,-,2025-04-10T02:06:03.939083+00:00,-,2025-04-10T02:06:55.042145+00:00,00:00:52,00:00:00,Tidak Diangkat / No Answer,-,,,-,-,-,-,-,-,-,-,-,,,
63,Outbound call (Missed),ae0c98e6-4246-4a6d-8ea2-75da665b69c9,User 01,021-3026-5452,(0354) 391047,RS Toelongredjo,-,2025-04-10T02:08:22.007087+00:00,-,2025-04-10T02:09:03.236679+00:00,00:00:41,00:00:00,Tidak Diangkat / No Answer,-,,,-,-,-,-,-,-,-,-,-,,,
64,Outbound call (Missed),59d5cef1-f121-4bc3-8a02-62619121c947,User 01,021-3026-5452,(0333) 842219,RS Ibu dan Anak Abdhi Famili,-,2025-04-10T02:14:35.267393+00:00,-,2025-04-10T02:15:28.380325+00:00,00:00:53,00:00:00,Tidak Diangkat / No Answer,-,,,-,-,-,-,-,-,-,-,-,,,
65,Outbound call (Missed),30ed4f83-9181-425b-a563-953a3a83a6d1,User 01,021-3026-5452,(0321) 361000,RS Umum Citra Medika,Anton/ IT,2025-04-10T02:19:12.002096+00:00,-,2025-04-10T02:19:24.164870+00:00,00:00:12,00:00:00,__TAG_AI_AMD__,-,,,-,-,-,-,-,-,-,-,-,,,
66,Outbound call,977a1d88-3130-4e3d-94b8-16f00b22e342,User 01,021-3026-5452,(0351) 464822,RS Umum Islam Siti Aisyah,-,2025-04-10T02:28:43.997277+00:00,2025-04-10T02:28:50.152696+00:00,2025-04-10T02:29:24.090653+00:00,00:00:07,00:00:34,tidak ada pilihan berbicara dgn operator,25.4,0,1,33.13 %,112.22,272.1,14.46,21.56,2.79,13.48,-79.31 %,383.43 %,3,,
